Statement,Impact,StateLength
"ඩිජිටල් ගෙවීම් උපරිම #සරල කරමින් අප හඳුන්වාදුන් #හෙළPay පහසුකම මෙතෙක් භාවිත කළ නොහැකි වූ, Fingerprint හෝ FaceID #නොමැති දුරකථන සඳහා ද දැන් අප එය හඳුන්වා දී ඇති බව සතුටින් දැනුම්දෙමු.",Positive,182
"Shopify භාවිතා කරන දේශීය eCommerce ව්‍යාපාර සඳහා අවශ්‍ය වන නවතම Shopify Integration එක දැන් PayHere වෙතින් ඔබට ලබාගත හැකි බව දන්වා සිටිමු. පැරණි Shopify Integration එක මේ මස 31 වැනිදායින් පසු අක්‍රීය වන බව ඔවුන් දන්වා ඇති හෙයින්, ඊට පෙර මෙය install කරගන්න.",Positive,256
පහු ගිය ටිකේ වෙච්ච දෙවල් වලින් එකක් confirm සහ sure.. පාස්කු ප්‍රහාරය උනේ කොහොමද ? Plan කරේ කවුද ? සල්ලි දුන්නෙ කවුද ? කාගෙ උවමනාවටද කියන ඔක්කම දන්න පොරක් පාර්ලිමෙන්තුවේ සහ ආරක්ශක අඅමත්‍යංශයේ ඉන්නවා.. අර පොලිස් පතියා වගේ කැලි වැඩ වමාරන්න උන්ට කෙල වෙන්නම ඔනේ නනැත්තම් එවත් රාජයෙ රහස්.,Negative,283
Pakistan වල අච්චර හොදයි කියපු අගමැති විශ්වාසභංගයක් ගෙනල්ලා එලවලා අලුත් එකෙක් පත් කරගෙනත් ඉවරයි. එත් ලංකාවේ.,Negative,107
Airport යන්න Petrol ලීටර් පහක් හොයල දෙන්න අයියූ..මාලදිවයිනට හරි සිංගප්පූරුවට හරි යන්න තමා හිතං ඉන්නෙ!!,Negative,102
ආසියාවේ සිනමා සම්මාන උලෙළේ The නිව්ස් පේපර් වෙනුවෙන් හොදම නලුවා සම්මානයට පාත්‍රවූ කුමාර තිරිමාදුව සහ සරත් කොතලාවල දෙදෙනාටම මගෙත් සහන් ගෙත් උනුසුම් සුබ පැතුම් !!!,Positive,161
"Coming Soon.... 😋🤫
රටත් එක්කම මාත් වලලපන් ඇමති පුතුගෙ පවු මකාන.💔❗",Positive,66
LinkedIn Profile එක හරියට maintain කරනවා නම් recruiters ලා පස්සෙන් පන්න පන්නා කතා කරනු ඇත!,Positive,90
"ඔව් ඔව් මං ගත්තෙ ලස්සනයි නේද! 
I love Mushrooms 
Captured by Silvi 🤠 
I'm not a Photographer but I'm a Nature Lover..",Negative,120
"ආයුබෝවන් මහනුවර 14 එන්න ආපහු ඒ අතීතයට යන්න❤️
𝐋𝐈𝐌𝐈𝐓𝐄𝐃 𝐒𝐄𝐀𝐓 𝐇𝐔𝐑𝐑𝐘 𝐔𝐏.........
𝐎𝐧𝐥𝐢𝐧𝐞 𝐓𝐢𝐜𝐤𝐞𝐭𝐬 𝐎𝐮𝐭 𝐍𝐨𝐰 𝐅𝐨𝐫 𝐘𝐨𝐮𝐫 𝐆𝐫𝐚𝐛𝐬....!!!",Negative,122
මිත්‍ර ජනක කුඹුකගේ ගේ Lines & Beyond නාලිකාවේ සිදු කරන ලද කතාබහ,Negative,63
"සැබෑ ආදරය අරුත් ගැන්වෙන, ආදරයේ සැබෑ වටිනාකම් තහවුරු වන, ආදරය සදා සැමරෙන ආදරනීය ආදරවන්තයින්ගේ දිනයක් වේවා… 
Happy Valentine’s Day to all the believers of real love… 
Love you all…. 🙏🏻❤️",Positive,186
"සාර්ථකත්වය, luxury life style එකක්, මිල මුදල්, සමාජයේ අවධානය, සහ ආදරය වැනි දේවල් ලබා ගැනීමට ඔබ සිහින දකිනවාද? එසේ නම් ඒ දේවල් හඹා හඹා යෑම අදම නවත්වන්න. ඔබ කළ යුත්තේ ඔබේ හොඳම version එක බවට පත්වීමයි. ",Positive,199
"පුලුවන් නම් මෙතනින් යනකොට මෙයාගෙන් Lunch packet එකක් අරගෙන උදව්වක් දීලා යන්න 
අවුරුදු කීපයකට කලින් මෙයාගේ බෙහෙත් ගන්න අපි උදව් කරා මේ Page එකේ හිටපු හැමෝම මතකද ?",Positive,161
"ආවේණික Personality, Passion, MindSet & Emotional Balancing methods ඇත. එයිනුත් මනුස්සයෙකුට තමාගේ Passion & Personality සොයාගැනීමට හා තෝරාබේරාගැනීමට නොහැකි වුවහොත් ඔහුට හෝ ඇයට සිය මානසික නිදහස 100%කින් කිසිම දිනකදී නොලැබෙනු ඇත. සරලවම අද්විතීය ජයග්‍රහණ ලබා ගැනීමට පමණක් නොව සතුටින් සිටීමටද ඔබ කවුරුන්ද යන්න ගැන පැහැදිලි අවබෝධයක් ඔබට තිබිය යුතුමය. ",Positive,345
ශ්‍රී ලංකාවේ මෑත ඉතිහාසයේ ම්ලේච්ඡ හා අඳුරු පරිච්ඡේදයක වේදනාකාරී සත්‍යයන් විග්‍රහ කරන The Seven Moons of Maali Almeida සඳහා  2022 වර්ශය සදහා වන බුකර් සම්මානය දිනා ගත්  ජයග්‍රාහකයා වූ Shehan Karunatilaka ට සුබ පැතුම්..,Positive,216
අද අපි අපේ උපන්දිනය සැමරුවේ කාලීන සමාජ වගකීමකට උරදෙමින්. පෝෂණ ඌනතාවයෙන් පෙලෙන පුංචි පැටවුන්ගේ කුස පුරවන්නට සංවිධාන වුණ” Feed A Child” ව්‍යාපෘතිය සවිබලගන්න මනුසත් දෙරණත් අද අත්වැලක් වුණා.,Positive,187
මහජනතාව සහ හමුදාව කෙටවීමේ masterplan එක !!,Negative,42
ඔනාවට වඩා හිරුනිකාව උනත් උඩ දාගනත් එපා Political game කියන්නෙ අමුතුම දේයක්.,Negative,75
Jokes!! යූ ටියුබ් චැනල් එකක් කරමුද uncle,Negative,40
"සමහරු අපේ phone number ඉල්ලගෙනම save කරන්නේ , අපි ආයෙ කතාකරාම answer නොකරන්න බලාගෙන.",Negative,84
"බොන තැන අංකල් said "" පුතා මේ ජාතික විරයො තමයි මේ රට කෑවේ, එදා සුද්දා එලෙව්වෙ නැත්තම් මුං, අද පුතාලත් හොදින් අපිත් කාලා බිලා මිට වඩා සොමියේ ඉන්නවා. "" what do you say පුතා.",Negative,170
තෙල් නෑ ගෑස් නෑ Show නෑ ස පාස් වෙනකන් අපි නිදි,Negative,46
Stage එකේ ලයිව් කියන්න බැරි දුකට මම අඩන ගමන් ඉන්නෙ,Negative,50
එයා මට cheat කරා මන් එයාට cheat කරා Quote of the day,Negative,52
"බඩු මිල වැඩි වේ, පඩි තාම අඩුනෙ...කුස්සියෙ දුක මැද්දෙන් අම්මාගේ හිනාව වේලිච්ච වලං අස්සෙන් හෙට නැති වේවි... Degree ලතැවේවි ... කෙල්ල දමා යාවී...",Negative,142
